sample_index,timestamp_seconds,raw_voltage,filtered_voltage,lead_off
0,4.795,0.0000,0.0000,1
1,5.297,3.2340,0.3169,0
2,5.465,0.4840,0.3361,0
3,5.525,0.0000,0.0000,1
4,5.572,0.0000,0.0000,1
5,5.597,3.2300,0.6383,0
6,5.634,0.0000,0.5503,0
7,6.111,0.0000,0.0000,1
8,6.302,0.0000,0.4945,0
9,6.686,0.0000,0.0000,1
10,6.711,0.0000,0.0000,1
11,6.790,0.0000,0.0000,1
12,6.838,0.0000,0.0000,1
13,6.863,3.2300,0.7496,0
14,6.932,0.0000,0.6523,0
15,6.964,1.2220,0.7186,0
16,6.993,0.0000,0.0000,1
17,7.019,0.0000,0.6128,0
18,7.049,0.0000,0.5212,0
19,7.078,0.0000,0.4648,0
20,7.106,0.0000,0.3966,0
21,7.134,0.0000,0.3229,0
22,7.162,0.0000,0.2806,0
23,7.190,0.0000,0.2405,0
24,7.218,0.0000,0.1849,0
25,7.249,0.0000,0.1491,0
26,7.278,0.0000,0.1271,0
27,7.307,0.0000,0.0893,0
28,7.336,0.0000,0.0576,0
29,7.363,0.0020,0.0449,0
30,7.392,0.0000,0.0230,0
31,7.420,0.0000,-0.0040,0
32,7.449,0.0000,-0.0139,0
33,7.477,0.0000,-0.0239,0
34,7.506,0.0000,-0.0445,0
35,7.535,0.0000,-0.0544,0
36,7.564,0.0000,-0.0572,0
37,7.592,0.0000,-0.0703,0
38,7.621,0.0000,-0.0807,0
39,7.646,0.0000,-0.0806,0
40,7.674,0.0000,-0.0866,0
41,7.702,0.0000,-0.0963,0
42,7.731,0.0000,-0.0963,0
43,7.759,0.0000,-0.0969,0
44,7.792,0.0000,-0.1044,0
45,7.819,0.0000,-0.1058,0
46,7.848,0.0000,-0.1034,0
47,7.876,0.0000,-0.1075,0
48,7.905,0.0000,-0.1102,0
49,7.933,0.0000,-0.1070,0
50,7.961,0.0000,-0.1077,0
51,7.990,0.0000,-0.1108,0
52,8.021,0.0000,-0.1084,0
53,8.050,0.0000,-0.1065,0
54,8.079,0.0000,-0.1088,0
55,8.112,0.0000,-0.1077,0
56,8.143,0.0020,-0.1042,0
57,8.172,0.0000,-0.1050,0
58,8.199,0.0000,-0.1051,0
59,8.229,0.0000,-0.1018,0
60,8.258,0.0000,-0.1009,0
61,8.287,0.0000,-0.1015,0
62,8.315,0.0000,-0.0988,0
63,8.344,0.0000,-0.0966,0
64,8.374,0.0000,-0.0969,0
65,8.405,0.0000,-0.0953,0
66,8.435,0.0000,-0.0924,0
67,8.462,0.0000,-0.0920,0
68,8.492,0.0000,-0.0912,0
69,8.520,0.0000,-0.0884,0
70,8.549,0.0020,-0.0869,0
71,8.578,0.0000,-0.0865,0
72,8.607,0.0000,-0.0843,0
73,8.636,0.0000,-0.0823,0
74,8.663,0.0000,-0.0819,0
75,8.695,0.0000,-0.0803,0
76,8.724,0.0000,-0.0780,0
77,8.753,0.0000,-0.0772,0
78,8.781,0.0000,-0.0762,0
79,8.810,0.0000,-0.0740,0
80,8.840,0.0000,-0.0728,0
81,8.868,0.0000,-0.0721,0
82,8.895,0.0000,-0.0702,0
83,8.924,0.0000,-0.0686,0
84,8.953,0.0000,-0.0679,0
85,8.987,0.0020,-0.0664,0
86,9.019,0.0000,-0.0646,0
87,9.050,0.0000,-0.0637,0
88,9.079,0.0000,-0.0628,0
89,9.108,0.0000,-0.0611,0
90,9.137,0.0000,-0.0600,0
91,9.166,0.0000,-0.0592,0
92,9.194,0.0000,-0.0578,0
93,9.223,0.0000,-0.0565,0
94,9.251,0.0000,-0.0558,0
95,9.281,0.0000,-0.0546,0
96,9.311,0.0000,-0.0533,0
97,9.339,0.0000,-0.0524,0
98,9.368,0.0000,-0.0516,0
99,9.396,0.0000,-0.0503,0
100,9.424,0.0000,-0.0493,0
101,9.452,0.0000,-0.0486,0
102,9.481,0.0000,-0.0475,0
103,9.510,0.0000,-0.0464,0
104,9.539,0.0000,-0.0457,0
105,9.575,0.0000,-0.0448,0
106,9.605,0.0000,-0.0437,0
107,9.634,0.0000,-0.0430,0
108,9.662,0.0000,-0.0422,0
109,9.690,0.0000,-0.0412,0
110,9.718,0.0000,-0.0404,0
111,9.747,0.0000,-0.0398,0
112,9.776,0.0000,-0.0389,0
113,9.806,0.0000,-0.0380,0
114,9.833,0.0000,-0.0374,0
115,9.863,0.0000,-0.0366,0
116,9.892,0.0000,-0.0358,0
117,9.920,0.0000,-0.0352,0
118,9.949,0.0000,-0.0345,0
119,9.978,0.0000,-0.0337,0
120,10.007,0.0000,-0.0331,0
121,10.035,0.0000,-0.0325,0
122,10.063,0.0000,-0.0318,0
123,10.092,0.0000,-0.0311,0
124,10.120,0.0000,-0.0306,0
125,10.151,0.0000,-0.0299,0
126,10.180,0.0000,-0.0293,0
127,10.209,0.0000,-0.0287,0
128,10.238,0.0000,-0.0282,0
129,10.266,0.0000,-0.0276,0
130,10.294,0.0000,-0.0270,0
131,10.322,0.0000,-0.0265,0
132,10.351,0.0000,-0.0260,0
133,10.380,0.0000,-0.0254,0
134,10.409,0.0000,-0.0250,0
135,10.441,0.0000,-0.0245,0
136,10.470,1.4340,0.1166,0
137,10.500,1.6200,0.2633,0
138,10.528,1.6200,0.4039,0
139,10.557,1.6260,0.5187,0
140,10.585,1.5120,0.6024,0
141,10.617,0.0000,0.5378,0
142,10.642,0.0000,0.4725,0
143,10.672,0.0000,0.3939,0
144,10.700,1.4700,0.4861,0
145,10.731,2.8820,0.7167,0
146,10.761,3.2240,0.9470,0
147,10.790,3.2280,1.1556,0
148,10.819,3.2340,1.3416,0
149,10.848,3.2340,1.4946,0
150,10.876,3.1500,1.6198,0
151,10.905,1.6840,1.5899,0
152,10.934,1.6520,1.5467,0
153,10.960,1.6460,1.4911,0
154,10.989,1.6400,1.4557,0
155,11.023,3.2220,1.5789,0
156,11.049,3.2320,1.6732,0
157,11.078,3.2320,1.7733,0
158,11.108,3.2340,1.8574,0
159,11.137,3.2340,1.9101,0
160,11.165,3.2320,1.9638,0
161,11.193,3.2340,2.0168,0
162,11.222,3.2320,2.0437,0
163,11.251,3.2340,2.0642,0
164,11.280,3.2300,2.0915,0
165,11.311,0.1800,1.8038,0
166,11.340,0.0000,1.5123,0
167,11.369,0.0000,1.2400,0
168,11.398,0.0000,1.0177,0
169,11.426,0.0000,0.8186,0
170,11.455,0.0000,0.6235,0
171,11.484,0.0000,0.4616,0
172,11.513,0.0000,0.3273,0
173,11.542,0.0000,0.1924,0
174,11.572,0.0000,0.0738,0
175,11.604,0.0000,-0.0172,0
176,11.632,0.0000,-0.1062,0
177,11.661,0.0000,-0.1917,0
178,11.690,0.0000,-0.2546,0
179,11.719,0.0000,-0.3102,0
180,11.748,0.0000,-0.3692,0
181,11.778,0.0000,-0.4137,0
182,11.808,0.0000,-0.4465,0
183,11.838,0.0000,-0.4840,0
184,11.867,0.0000,-0.5157,0
185,11.897,0.0000,-0.5343,0
186,11.927,0.0000,-0.5549,0
187,11.955,0.0000,-0.5763,0
188,11.985,0.0000,-0.5868,0
189,12.014,0.0000,-0.5952,0
190,12.047,0.0000,-0.6078,0
191,12.076,0.0000,-0.6136,0
192,12.106,0.0120,-0.6130,0
193,12.136,1.5900,-0.4621,0
194,12.165,2.1520,-0.2680,0
195,12.195,1.9980,-0.0925,0
196,12.225,2.0320,0.0551,0
197,12.254,2.7300,0.2415,0
198,12.284,3.2160,0.4723,0
199,12.313,3.2260,0.6836,0
200,12.344,3.2300,0.8517,0
201,12.374,3.2300,1.0016,0
202,12.404,3.2320,1.1457,0
203,12.434,3.2320,1.2595,0
204,12.464,3.2320,1.3514,0
205,12.495,3.2320,1.4432,0
206,12.525,3.2280,1.5183,0
207,12.554,3.2300,1.5712,0
208,12.583,3.2320,1.6233,0
209,12.613,3.2320,1.6706,0
210,12.643,3.2320,1.6987,0
211,12.674,3.2320,1.7220,0
212,12.704,3.2320,1.7473,0
213,12.733,3.2320,1.7596,0
214,12.763,3.2320,1.7633,0
215,12.794,3.2320,1.7711,0
216,12.824,3.2320,1.7729,0
217,12.853,3.2320,1.7646,0
218,12.882,3.2320,1.7589,0
219,12.912,3.2300,1.7528,0
220,12.942,3.2300,1.7378,0
221,12.972,3.2280,1.7220,0
222,13.002,3.2280,1.7095,0
223,13.032,3.2240,1.6908,0
224,13.062,3.2180,1.6682,0
225,13.094,3.2120,1.6490,0
226,13.124,3.0640,1.6134,0
